,Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
590,My Own Private Idaho,6401336,6401336,NA,2500000.0,29-Sep-91,NA,NA,Fine Line,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,84.0,7.0,17604.0
591,Moonraker,70300000,210300000,NA,31000000.0,29-Jun-79,NA,NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,NA,64.0,6.1,26760.0
592,Money Train,35324232,77224232,NA,68000000.0,22-Nov-95,R,NA,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Joseph Ruben,17.0,5.2,13972.0
593,Metropolitan,2938000,2938000,NA,430000.0,03-Aug-90,NA,NA,NA,NA,NA,NA,Whit Stillman,88.0,7.2,3355.0
594,The Life of Brian,20008693,20008693,NA,4000000.0,17-Aug-79,Not Rated,NA,Rainbow Releasing,Original Screenplay,Comedy,Historical Fiction,NA,NA,NA,NA
595,Mallrats,2108367,2108367,NA,6100000.0,20-Oct-95,R,NA,Gramercy,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,53.0,7.1,52807.0
596,American Desi,902835,1366235,NA,250000.0,16-Mar-01,Not Rated,NA,Eros Entertainment,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,42.0,6.7,1047.0
597,Mrs. Winterbourne,10039566,10039566,NA,25000000.0,19-Apr-96,PG-13,NA,Sony Pictures,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Richard Benjamin,7.0,5.8,2987.0
598,Mrs. Doubtfire,219195051,441286003,NA,25000000.0,24-Nov-93,PG-13,NA,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,Chris Columbus,64.0,6.6,56917.0
599,Mr. Smith Goes To Washington,9000000,9000000,NA,1500000.0,NA,NA,NA,Sony/Columbia,Original Screenplay,Drama,NA,Frank Capra,97.0,8.2,33315.0
600,Mortal Kombat,70433227,122133227,NA,20000000.0,18-Aug-95,PG-13,NA,New Line,Based on Game,Action,Fantasy,Paul Anderson,35.0,5.4,29605.0
601,Frankenstein,22006296,112006296,NA,45000000.0,04-Nov-94,R,NA,Sony Pictures,Based on Book/Short Story,Horror,NA,Kenneth Branagh,NA,6.2,19913.0
602,The Misfits,8200000,8200000,NA,4000000.0,NA,NA,NA,NA,NA,NA,NA,John Huston,100.0,7.4,6351.0
603,My Stepmother Is an Alien,13854000,13854000,NA,16000000.0,09-Dec-88,NA,NA,Sony Pictures,Original Screenplay,Comedy,Science Fiction,Richard Benjamin,13.0,4.8,9073.0
604,The Man Who Shot Liberty Valance,8000000,8000000,NA,3200000.0,01-Jan-62,NA,NA,NA,NA,NA,NA,John Ford,97.0,8.1,22681.0
605,Mission: Impossible,180981886,456481886,NA,80000000.0,21-May-96,PG-13,110.0,Paramount Pictures,Based on TV,Action,Contemporary Fiction,Brian De Palma,NA,6.9,86222.0
606,Meteor,8400000,8400000,NA,16000000.0,NA,NA,NA,NA,NA,NA,NA,Ronald Neame,9.0,4.7,2969.0
607,Multiplicity,20133326,20133326,NA,45000000.0,17-Jul-96,PG-13,117.0,Sony Pictures,Based on Book/Short Story,Comedy,Science Fiction,Harold Ramis,44.0,5.7,11935.0
608,Mutual Appreciation,103509,103509,NA,30000.0,01-Sep-06,R,NA,Goodbye Cruel Releasing,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,7.0,1102.0
609,The Muppet Christmas Carol,27281507,27281507,NA,12000000.0,11-Dec-92,NA,NA,Walt Disney Pictures,Based on TV,Comedy,NA,NA,67.0,7.5,10853.0
610,The Man with the Golden Gun,21000000,97600000,NA,7000000.0,20-Dec-74,NA,NA,MGM,Based on Book/Short Story,Action,NA,Guy Hamilton,52.0,6.7,22431.0
611,My Fair Lady,72000000,72000000,NA,17000000.0,22-Oct-64,NA,NA,NA,Based on Musical/Opera,Musical,Historical Fiction,George Cukor,94.0,7.9,28039.0
612,Mystic Pizza,12793213,12793213,NA,6000000.0,21-Oct-88,NA,NA,Samuel Goldwyn Films,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,82.0,5.9,8413.0
613,Namastey London,1207007,6831069,NA,8400000.0,23-Mar-07,Not Rated,NA,Eros Entertainment,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,NA,6.7,1511.0
614,Naturally Native,10508,10508,NA,700000.0,08-Oct-99,PG-13,NA,NA,NA,NA,NA,NA,NA,6.8,91.0
615,Inchon,4408636,4408636,NA,46000000.0,17-Sep-82,NA,NA,MGM,Original Screenplay,Drama,Historical Fiction,NA,NA,3.0,326.0
616,Indiana Jones and the Temple of Doom,179880271,333080271,18998388.0,28000000.0,23-May-84,NA,NA,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,85.0,7.5,110761.0
617,Indiana Jones and the Last Crusade,197171806,474171806,18740425.0,48000000.0,24-May-89,NA,NA,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,89.0,8.3,171572.0
618,Neal n' Nikki,100358,329621,NA,1300000.0,09-Dec-05,Not Rated,NA,Yash Raj Films,NA,Drama,NA,NA,NA,3.5,494.0
619,A Nightmare on Elm Street 4: The Dream Master,49369899,49369899,NA,13000000.0,19-Aug-88,NA,NA,New Line,Original Screenplay,Horror,Fantasy,Renny Harlin,NA,5.2,13310.0
620,"Next Stop, Wonderland",3386698,3456820,NA,1000000.0,21-Aug-98,R,NA,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Brad Anderson,NA,NA,NA
621,Nighthawks,14600000,19600000,NA,5000000.0,10-Apr-81,NA,NA,Universal,Original Screenplay,Action,Contemporary Fiction,NA,71.0,6.3,5649.0
622,The English Patient,78716374,231716374,NA,35000000.0,15-Nov-96,R,160.0,Miramax,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,83.0,7.3,54484.0
623,Niagara,2500000,2500000,NA,1250000.0,21-Jan-53,NA,NA,20th Century Fox,NA,NA,NA,NA,NA,7.0,4698.0
624,The Naked Gun 2Ω: The Smell of Fear,86930411,86930411,NA,23000000.0,28-Jun-91,NA,NA,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,David Zucker,NA,6.6,26384.0
625,Naked Gun 33 1/3: The Final Insult,51041856,51041856,NA,30000000.0,18-Mar-94,PG-13,NA,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Peter Segal,NA,6.1,24904.0
626,National Lampoon's Animal House,141600000,141600000,NA,3000000.0,28-Jul-78,R,NA,Universal,NA,NA,NA,John Landis,90.0,NA,NA
627,Night of the Living Dead,12000000,30000000,NA,114000.0,01-Oct-68,Not Rated,NA,Walter Reade Organization,Original Screenplay,Horror,Science Fiction,NA,96.0,6.6,10083.0
628,No Looking Back,143273,143273,NA,5000000.0,27-Mar-98,R,NA,Gramercy,NA,NA,NA,Edward Burns,38.0,5.7,1145.0
629,The Nun's Story,12800000,12800000,NA,3500000.0,NA,NA,NA,NA,NA,NA,NA,Fred Zinnemann,93.0,7.5,3313.0
630,A Nightmare on Elm Street,25504513,25504513,NA,1800000.0,09-Nov-84,NA,NA,New Line,Original Screenplay,Horror,Fantasy,Wes Craven,95.0,5.3,12554.0
631,A Nightmare On Elm Street Part 2: Freddy's Revenge,21163999,21163999,NA,3000000.0,01-Nov-85,NA,NA,New Line,Original Screenplay,Horror,Fantasy,NA,NA,4.9,16222.0
632,A Nightmare On Elm Street 3: Dream Warriors,44793222,44793222,NA,5000000.0,27-Feb-87,NA,NA,New Line,Original Screenplay,Horror,Fantasy,Chuck Russell,NA,6.2,17354.0
633,A Nightmare On Elm Street: The Dream Child,22168359,22168359,NA,6000000.0,11-Aug-89,NA,NA,New Line,Original Screenplay,Horror,Fantasy,Stephen Hopkins,NA,4.7,10849.0
634,Freddy's Dead: The Final Nightmare,34872033,34872033,NA,5000000.0,13-Sep-91,R,NA,New Line,Original Screenplay,Horror,Fantasy,NA,NA,4.5,12779.0
635,Wes Craven's New Nightmare,18090181,18090181,NA,8000000.0,14-Oct-94,R,NA,New Line,Original Screenplay,Horror,Fantasy,Wes Craven,81.0,NA,NA
636,Night of the Living Dead,5835247,5835247,NA,4200000.0,19-Oct-90,R,NA,Sony/Columbia,Remake,Horror,Fantasy,NA,67.0,6.6,10083.0
637,Notorious,24464742,24464742,NA,2000000.0,NA,NA,NA,NA,NA,NA,NA,Alfred Hitchcock,97.0,6.3,9811.0
638,Never Say Never Again,55500000,160000000,NA,36000000.0,07-Oct-83,NA,NA,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,NA,65.0,6.0,21247.0
639,The Nutcracker,2119994,2119994,NA,19000000.0,NA,NA,NA,NA,NA,NA,NA,Emile Ardolino,50.0,5.2,561.0
640,Nowhere to Run,22189039,52189039,NA,15000000.0,15-Jan-93,NA,NA,Sony/Columbia,Original Screenplay,Action,Contemporary Fiction,NA,26.0,5.0,6746.0
641,Interview with the Vampire: The Vampire Chronicles,105264608,223564608,NA,50000000.0,11-Nov-94,R,NA,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,Neil Jordan,NA,7.4,78953.0
642,The Nutty Professor,128814019,273814019,NA,55000000.0,28-Jun-96,PG-13,95.0,Universal,Remake,Comedy,Kids Fiction,Tom Shadyac,67.0,5.6,32234.0
643,Die Unendliche Geschichte,21300000,21300000,NA,27000000.0,20-Jul-84,NA,NA,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Wolfgang Petersen,NA,7.4,25704.0
644,Interview with the Assassin,47329,47329,NA,750000.0,15-Nov-02,R,NA,NA,NA,NA,NA,NA,67.0,6.6,1107.0
645,Nixon,13668249,34668249,NA,45000000.0,20-Dec-95,R,NA,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Oliver Stone,75.0,7.1,13761.0
646,"New York, New York",13800000,13800000,NA,14000000.0,22-Jun-77,NA,NA,MGM,Original Screenplay,Musical,NA,Martin Scorsese,63.0,6.7,1692.0
647,New York Stories,10763469,10763469,NA,15000000.0,01-Mar-89,NA,NA,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Francis Ford Coppola,74.0,6.1,6906.0
648,Obitaemyy ostrov,0,15000000,NA,36500000.0,01-Jan-09,NA,NA,NA,Based on Book/Short Story,Action,Science Fiction,NA,NA,5.5,2229.0
649,Octopussy,67900000,187500000,NA,27500000.0,10-Jun-83,NA,NA,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,47.0,6.6,23167.0
650,On Deadly Ground,38590458,38590458,NA,50000000.0,18-Feb-94,R,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Steven Seagal,NA,3.8,9579.0
651,One Flew Over the Cuckoo's Nest,108981275,108981275,NA,4400000.0,19-Nov-75,NA,NA,MGM,Based on Book/Short Story,NA,NA,Milos Forman,96.0,8.9,214457.0
652,The Offspring,1355728,1355728,NA,1100000.0,04-Sep-87,NA,NA,Moviestore Entertainment,Original Screenplay,Horror,Contemporary Fiction,Jeff Burr,NA,5.6,424.0
653,On Her Majesty's Secret Service,22800000,82000000,NA,8000000.0,18-Dec-69,NA,NA,MGM,Based on Book/Short Story,Action,NA,NA,81.0,6.9,23159.0
654,The Omen,48570885,48570885,NA,2800000.0,25-Jun-76,NA,NA,20th Century Fox,Original Screenplay,Horror,NA,Richard Donner,84.0,5.4,24523.0
655,The Omega Code,12610552,12678312,NA,7200000.0,15-Oct-99,PG-13,NA,Providence Entertainment,Original Screenplay,Action,Fantasy,NA,8.0,3.3,3814.0
656,Out of Africa,79096868,258210860,NA,31000000.0,18-Dec-85,NA,NA,Universal,Based on Book/Short Story,Drama,Historical Fiction,Sydney Pollack,63.0,7.0,19638.0
657,Out of the Dark,419428,419428,NA,1600000.0,11-Mar-89,NA,NA,New Line,NA,NA,NA,NA,NA,5.1,230.0
658,Ordinary People,52302978,52302978,NA,6000000.0,19-Sep-80,NA,NA,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Robert Redford,91.0,7.0,138.0
659,The Other Side of Heaven,4720371,4720371,NA,7000000.0,14-Dec-01,PG,NA,Excel Entertainment,Based on Book/Short Story,Drama,Dramatization,NA,NA,6.3,1670.0
660,On the Down Low,1987,1987,NA,10000.0,28-May-04,Not Rated,NA,Cinema Con Sabor,Original Screenplay,Drama,NA,NA,NA,6.3,113.0
661,Othello,2844379,2844379,NA,11000000.0,14-Dec-95,R,NA,Sony Pictures,Based on Play,Drama,Historical Fiction,NA,68.0,6.9,4289.0
662,On the Outs,49772,49772,NA,250000.0,15-Jul-05,R,NA,Fader Films,NA,Drama,NA,NA,NA,6.5,445.0
663,On the Waterfront,9600000,9600000,NA,910000.0,28-Jul-54,NA,NA,NA,NA,NA,NA,Elia Kazan,100.0,8.4,41162.0
664,Outbreak,67823573,67823573,NA,50000000.0,10-Mar-95,R,NA,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Wolfgang Petersen,59.0,6.4,33192.0
665,The Outsiders,25697647,25697647,NA,10000000.0,25-Mar-83,PG-13,NA,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Francis Ford Coppola,65.0,7.0,23607.0
666,The Oxford Murders,3607,8667348,NA,10000000.0,06-Aug-10,R,NA,Magnolia Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,10.0,6.1,8066.0
667,Police Academy,81198894,81198894,NA,4500000.0,23-Mar-84,NA,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Hugh Wilson,47.0,6.3,23192.0
668,Police Academy 7: Mission to Moscow,126247,126247,NA,10000000.0,26-Aug-94,PG,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,2.5,13121.0
669,Paa,199228,9791282,NA,4300000.0,04-Dec-09,NA,NA,Reliance Big Pictures,NA,NA,NA,NA,60.0,7.3,1059.0
670,Pale Rider,41410568,41410568,NA,6900000.0,28-Jun-85,NA,NA,Warner Bros.,Original Screenplay,Western,Historical Fiction,Clint Eastwood,92.0,7.1,15352.0
671,Patriot Games,83287363,178100000,NA,45000000.0,05-Jun-92,NA,NA,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phillip Noyce,75.0,6.9,29544.0
672,The Pallbearer,5656388,5656388,NA,8000000.0,03-May-96,PG-13,NA,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Matt Reeves,39.0,4.7,4166.0
673,Pocahontas,141579773,347100000,NA,55000000.0,10-Jun-95,G,NA,Walt Disney Pictures,Based on Real Life Events,Adventure,Historical Fiction,NA,55.0,6.0,26690.0
674,Pocketful of Miracles,5000000,5000000,NA,2900000.0,NA,NA,NA,NA,NA,NA,NA,Frank Capra,63.0,7.2,2365.0
675,PCU,4333569,4333569,NA,9000000.0,29-Apr-94,PG-13,NA,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,NA,47.0,6.0,6967.0
676,Pete's Dragon,36000000,36000000,NA,10000000.0,03-Nov-77,NA,NA,NA,NA,NA,NA,NA,50.0,6.0,4620.0
677,Pat Garrett and Billy the Kid,8000000,11000000,NA,4638783.0,23-May-73,R,NA,NA,NA,NA,NA,Sam Peckinpah,NA,7.3,6374.0
678,Poltergeist,74706019,121706019,NA,10700000.0,04-Jun-82,NA,NA,MGM,Original Screenplay,Horror,Fantasy,Tobe Hooper,86.0,7.4,32817.0
679,Poltergeist III,14114000,14114000,NA,9500000.0,10-Jun-88,NA,NA,MGM,Original Screenplay,Horror,Fantasy,NA,14.0,3.8,5387.0
680,Phantasm II,7000000,7000000,NA,3000000.0,08-Jul-88,NA,NA,Universal,NA,Horror,Fantasy,NA,29.0,6.3,3781.0
681,Phenomenon,104636382,142836382,NA,32000000.0,05-Jul-96,PG,124.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Jon Turteltaub,50.0,6.3,26823.0
682,Philadelphia,77324422,201324422,NA,26000000.0,22-Dec-93,NA,NA,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Jonathan Demme,74.0,7.6,53283.0
683,The Phantom,17220599,17220599,NA,45000000.0,07-Jun-96,PG,100.0,Paramount Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Simon Wincer,43.0,4.8,9477.0
684,Pi,3221152,4678513,NA,68000.0,10-Jul-98,R,NA,Live Entertainment,Original Screenplay,Thriller/Suspense,Science Fiction,Darren Aronofsky,86.0,7.5,53699.0
685,Pink Flamingos,413802,413802,NA,12000.0,11-Apr-97,NC-17,NA,Fine Line,NA,NA,NA,John Waters,NA,5.8,7947.0
686,The Pirate,2956000,2956000,NA,3700000.0,NA,NA,NA,NA,NA,NA,NA,Vincente Minnelli,71.0,7.1,1635.0
687,The Planet of the Apes,33395426,33395426,NA,5800000.0,08-Feb-68,NA,NA,NA,NA,NA,NA,Franklin J. Schaffner,NA,NA,NA
688,The Player,21706101,28876702,NA,8000000.0,10-Apr-92,R,NA,Fine Line,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Robert Altman,NA,7.7,24451.0
689,Apollo 13,172070496,334100000,NA,65000000.0,30-Jun-95,PG,NA,Universal,Based on Book/Short Story,Drama,Dramatization,Ron Howard,NA,7.5,87605.0
690,Platoon,137963328,137963328,NA,6000000.0,19-Dec-86,NA,NA,Orion Pictures,Original Screenplay,Drama,Historical Fiction,Oliver Stone,86.0,8.2,108641.0
691,Panic,779137,889279,NA,1000000.0,01-Dec-00,R,NA,Roxie Releasing,Original Screenplay,Drama,Contemporary Fiction,NA,92.0,2.7,473.0
692,The Adventures of Pinocchio,15382170,36682170,NA,25000000.0,26-Jul-96,G,94.0,New Line,Based on Book/Short Story,Adventure,Fantasy,Steve Barron,27.0,5.3,1734.0
693,Pandora's Box,881950,881950,NA,800000.0,09-Aug-02,R,NA,Kino International,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,4.6,386.0
694,Pink Narcissus,8231,8231,NA,27000.0,24-Dec-99,Not Rated,NA,NA,NA,NA,NA,NA,NA,6.0,384.0
695,Penitentiary,287000,287000,NA,100000.0,10-May-80,NA,NA,NA,Original Screenplay,Drama,Contemporary Fiction,NA,NA,5.5,233.0
696,The Pursuit of D.B. Cooper,2104164,2104164,NA,12000000.0,13-Nov-81,NA,NA,Universal,Based on Book/Short Story,Adventure,Contemporary Fiction,Roger Spottiswoode,NA,5.8,442.0
697,Poetic Justice,27450453,27450453,NA,14000000.0,23-Jul-93,NA,NA,Sony/Columbia,Original Screenplay,Drama,Contemporary Fiction,John Singleton,36.0,5.1,3689.0
698,Porky's,109492484,109492484,NA,4000000.0,19-Mar-82,NA,NA,20th Century Fox,Original Screenplay,Comedy,Historical Fiction,NA,NA,5.8,15861.0
699,"Peace, Propaganda and the Promised Land",4930,4930,NA,70000.0,28-Jan-05,Not Rated,NA,Arab Film Distribution,Based on Real Life Events,Documentary,Factual,NA,NA,3.0,75.0
700,Popeye,49823037,49823037,NA,20000000.0,12-Dec-80,NA,NA,Paramount Pictures,NA,NA,NA,Robert Altman,56.0,4.9,11433.0
701,Predator 2,28317513,54768418,NA,35000000.0,21-Nov-90,NA,NA,20th Century Fox,Original Screenplay,Action,Science Fiction,Stephen Hopkins,23.0,6.0,35411.0
702,Predator,59735548,98267558,NA,18000000.0,12-Jun-87,NA,NA,20th Century Fox,Original Screenplay,Action,Science Fiction,John McTiernan,76.0,7.8,88522.0
703,The Princess Bride,30857000,30857000,NA,15000000.0,25-Sep-87,NA,NA,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,Rob Reiner,95.0,8.1,123571.0
704,Prison,354704,354704,NA,4000000.0,04-Mar-88,NA,NA,Empire Pictures,Original Screenplay,Horror,NA,Renny Harlin,NA,5.8,1154.0
705,LÈon,19284974,45284974,NA,16000000.0,18-Nov-94,R,NA,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Luc Besson,NA,8.6,199762.0
706,Prophecy,21000000,21000000,NA,12000000.0,15-Jun-79,NA,NA,NA,NA,NA,NA,John Frankenheimer,25.0,4.7,1381.0
707,The Prince of Tides,74787599,74787599,NA,30000000.0,25-Dec-91,NA,NA,Sony/Columbia,Based on Book/Short Story,Drama,Contemporary Fiction,Barbra Streisand,74.0,6.4,6829.0
708,Pretty Woman,178406268,463400000,NA,14000000.0,23-Mar-90,NA,NA,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,62.0,6.7,60742.0
709,The Postman Always Rings Twice,12200000,44200000,NA,12000000.0,20-Mar-81,NA,NA,NA,NA,NA,NA,Bob Rafelson,70.0,6.4,6886.0
710,Peggy Sue Got Married,41382841,41382841,NA,18000000.0,10-Oct-86,NA,NA,Sony/TriStar,Original Screenplay,Comedy,Fantasy,Francis Ford Coppola,88.0,6.3,12457.0
711,Peter Pan,87400000,87400000,90536550.0,4000000.0,05-Feb-53,PG,NA,RKO Radio Pictures,Based on Book/Short Story,Adventure,Fantasy,NA,83.0,7.1,16894.0
712,Pet Sematary,57469179,57469179,NA,11500000.0,21-Apr-89,NA,NA,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,NA,50.0,6.3,19257.0
713,Patton,62500000,62500000,NA,12000000.0,01-Jan-70,NA,NA,NA,NA,NA,NA,Franklin J. Schaffner,97.0,8.1,39570.0
714,The Puffy Chair,194523,194523,NA,15000.0,02-Jun-06,R,NA,IDP/Goldwyn/Roadside,NA,NA,NA,NA,NA,6.4,1701.0
715,Pulp Fiction,107928762,212928762,NA,8000000.0,14-Oct-94,R,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,Quentin Tarantino,94.0,8.9,417703.0
716,Paint Your Wagon,31678778,31678778,NA,20000000.0,15-Oct-69,PG-13,NA,Paramount Pictures,Based on Play,Musical,Historical Fiction,NA,23.0,6.5,5037.0
717,The Prisoner of Zenda,7000000,7000000,NA,12500000.0,25-May-79,NA,NA,Universal,Based on Book/Short Story,Comedy,Contemporary Fiction,NA,NA,4.6,406.0
718,The Perez Family,2794056,2794056,NA,11000000.0,12-May-95,R,NA,Goldwyn Entertainment,Based on Book/Short Story,Comedy,Historical Fiction,Mira Nair,67.0,6.0,1177.0
719,Q,255000,255000,NA,1200000.0,19-Nov-82,NA,NA,United Film Distribution Co.,Original Screenplay,Horror,Fantasy,NA,NA,6.1,1899.0
720,The Quick and the Dead,18552460,18552460,NA,32000000.0,10-Feb-95,R,NA,Sony Pictures,Original Screenplay,Western,Historical Fiction,Sam Raimi,56.0,6.3,27352.0
721,Quigley Down Under,21413105,21413105,NA,20000000.0,19-Oct-90,NA,NA,MGM,Original Screenplay,Western,Historical Fiction,Simon Wincer,60.0,6.5,6001.0
722,La Guerre du feu,20959585,20959585,NA,12500000.0,12-Feb-82,NA,NA,20th Century Fox,Based on Book/Short Story,Adventure,Historical Fiction,Jean-Jacques Annaud,NA,7.4,6198.0
723,Quo Vadis?,30000000,30000000,NA,8250000.0,23-Feb-51,NA,NA,NA,NA,NA,NA,NA,88.0,5.8,898.0
724,Rang De Basanti,2197694,29197694,NA,5300000.0,27-Jan-06,Not Rated,NA,UTV Communications,Original Screenplay,Drama,Contemporary Fiction,NA,NA,8.1,12116.0
725,Robin and Marian,8000000,8000000,NA,5000000.0,11-Mar-76,NA,NA,NA,NA,NA,NA,NA,68.0,6.5,4800.0
726,Ransom,136492681,308700000,NA,70000000.0,08-Nov-96,R,121.0,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Ron Howard,70.0,6.6,38524.0
727,Rosemary's Baby,33395426,33395426,NA,3200000.0,12-Jun-68,NA,NA,NA,NA,NA,NA,Roman Polanski,98.0,8.1,50860.0
728,Rebecca,6000000,6000000,NA,1288000.0,NA,NA,NA,MGM,Based on Book/Short Story,Drama,NA,Alfred Hitchcock,100.0,8.4,35429.0
729,Robin Hood: Prince of Thieves,165493908,390500000,NA,50000000.0,14-Jun-91,PG-13,NA,Warner Bros.,Traditional/Legend/Fairytale,Adventure,Historical Fiction,Kevin Reynolds,56.0,6.7,54480.0
730,Rumble in the Bronx,32281907,36238752,NA,7500000.0,23-Feb-96,R,100.0,New Line,Original Screenplay,Action,Contemporary Fiction,NA,NA,NA,NA
731,Rob Roy,31390587,31390587,NA,28000000.0,07-Apr-95,R,NA,MGM,Based on Real Life Events,Drama,Dramatization,Michael Caton-Jones,71.0,6.8,15630.0
732,Raging Bull,23380203,23380203,NA,18000000.0,14-Nov-80,Not Rated,NA,MGM,Based on Real Life Events,Drama,Dramatization,Martin Scorsese,98.0,8.4,90015.0
733,Richard III,2684904,4204857,NA,9200000.0,29-Dec-95,R,NA,MGM,Based on Play,Drama,Historical Fiction,NA,95.0,7.5,6625.0
734,Raising Cain,21171695,21171695,NA,11000000.0,07-Aug-92,NA,NA,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,53.0,5.7,5135.0
735,RoboCop,53424681,53424681,NA,13000000.0,17-Jul-87,NA,NA,Orion Pictures,Original Screenplay,Action,Science Fiction,Paul Verhoeven,88.0,7.6,52898.0
736,RoboCop 3,10696210,10696210,NA,22000000.0,05-Nov-93,NA,NA,Orion Pictures,Original Screenplay,Action,Science Fiction,NA,NA,3.4,13310.0
737,Ri¢hie Ri¢h,38087756,38087756,NA,40000000.0,21-Dec-94,PG,NA,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Donald Petrie,25.0,4.7,12687.0
738,Radio Days,14792779,14792779,NA,16000000.0,30-Jan-87,NA,NA,Orion Pictures,Original Screenplay,Comedy,Historical Fiction,Woody Allen,95.0,7.5,10839.0
739,Radio Flyer,4651977,4651977,NA,35000000.0,21-Feb-92,NA,NA,Sony Pictures,Original Screenplay,Drama,Historical Fiction,Richard Donner,43.0,6.5,6210.0
740,Reservoir Dogs,2832029,2832029,18806836.0,1200000.0,23-Oct-92,R,NA,Miramax,NA,NA,NA,Quentin Tarantino,96.0,8.4,212985.0
741,Raiders of the Lost Ark,245034358,386800358,19608618.0,20000000.0,12-Jun-81,PG,NA,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,NA,8.7,242661.0
